ID	MAPRESOURCE	MOVE_MODEL	MATRIX	event	script	msg	encount	maptype	bicycle	dash	escape	fly	BGM_DAY	BGM_NIGHT	WEATHER	CAMERA	BATTLE_BG	PLACE_NAME	備考
C05GYM0108	AREA_ID_ROOM08	MMLID_NOENTRY	GYM0503	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_GYM	SEQ_GYM	SUNNY	0	BG_ID_ROOM_A	MAPNAME_C5YOSUGA	2/7追加　ヨスガジム（ゴースト）
C05GYM0109	AREA_ID_ROOM08	MMLID_NOENTRY	GYM0502	○	×	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_GYM	SEQ_GYM	SUNNY	0	BG_ID_ROOM_A	MAPNAME_C5YOSUGA	2/7追加　ヨスガジム（ゴースト）
C05GYM0110	AREA_ID_ROOM08	MMLID_NOENTRY	GYM0502	○	×	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_GYM	SEQ_GYM	SUNNY	0	BG_ID_ROOM_A	MAPNAME_C5YOSUGA	2/7追加　ヨスガジム（ゴースト）
C05GYM0111	AREA_ID_ROOM08	MMLID_NOENTRY	GYM0502	○	×	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_GYM	SEQ_GYM	SUNNY	0	BG_ID_ROOM_A	MAPNAME_C5YOSUGA	2/7追加　ヨスガジム（ゴースト）
C05GYM0112	AREA_ID_ROOM08	MMLID_NOENTRY	GYM0502	○	×	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_GYM	SEQ_GYM	SUNNY	0	BG_ID_ROOM_A	MAPNAME_C5YOSUGA	2/7追加　ヨスガジム（ゴースト）
C05GYM0113	AREA_ID_ROOM08	MMLID_NOENTRY	GYM0504	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_GYM	SEQ_GYM	SUNNY	0	BG_ID_ROOM_A	MAPNAME_C5YOSUGA	2/7追加　ヨスガジム（ゴースト）
C05PC0101	AREA_ID_ROOM02	MMLID_NOENTRY	PC01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C5YOSUGA	ポケモンセンター＿１Ｆ
C05PC0102	AREA_ID_ROOM02	MMLID_NOENTRY	PC02	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C5YOSUGA	ポケモンセンター＿２Ｆ
C05R0101	AREA_ID_ROOM12	MMLID_NOENTRY	BUIL07	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY05_D	SEQ_CITY05_N	SUNNY	4	BG_ID_ROOM_B	MAPNAME_C5YOSUGA	3/3追加　一般EVビル１＿1Ｆ
C05R0102	AREA_ID_ROOM12	MMLID_NOENTRY	BUIL08	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY05_D	SEQ_CITY05_N	SUNNY	4	BG_ID_ROOM_B	MAPNAME_C5YOSUGA	3/3追加　一般EVビル１＿2Ｆ
C05R0103	AREA_ID_ROOM02	MMLID_NOENTRY	EV01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY05_D	SEQ_CITY05_N	SUNNY	4	BG_ID_ROOM_B	MAPNAME_C5YOSUGA	3/3追加　一般EVビル１ EV
C05R0201	AREA_ID_ROOM01	MMLID_NOENTRY	LOVE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY05_D	SEQ_CITY05_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C5YOSUGA	2/2追加　大好きクラブ
C05R0301	AREA_ID_ROOM12	MMLID_NOENTRY	GATE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY05_D	SEQ_CITY05_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C5YOSUGA	2/2追加　自然公園ゲート（縦）
C05R0401	AREA_ID_ROOM12	MMLID_NOENTRY	GATE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY05_D	SEQ_CITY05_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C5YOSUGA	3/3追加　自然公園ゲート（縦）
C05R0501	AREA_ID_ROOM12	MMLID_NOENTRY	GATE02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_D_D	SEQ_ROAD_D_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R208	3/3追加 ２０８ゲート
C05R0601	AREA_ID_ROOM12	MMLID_NOENTRY	GATE02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_E_D	SEQ_ROAD_E_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R209	3/3追加 ２０９ゲート
C05R0701	AREA_ID_ROOM12	MMLID_NOENTRY	GATE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_E_D	SEQ_ROAD_E_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R212	3/3追加 ｒ２１２aゲート
C05R0801	AREA_ID_ROOM12	MMLID_NOENTRY	BUIL07	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY05_D	SEQ_CITY05_N	SUNNY	4	BG_ID_ROOM_B	MAPNAME_C5YOSUGA	3/3追加 一般EVビル2＿1Ｆ
C05R0802	AREA_ID_ROOM12	MMLID_NOENTRY	BUIL08	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY05_D	SEQ_CITY05_N	SUNNY	4	BG_ID_ROOM_B	MAPNAME_C5YOSUGA	3/3追加 一般EVビル2＿2Ｆ
C05R0803	AREA_ID_ROOM02	MMLID_NOENTRY	EV01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY05_D	SEQ_CITY05_N	SUNNY	4	BG_ID_ROOM_B	MAPNAME_C5YOSUGA	3/3追加 一般EVビル2＿EV
C05R0901	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE03	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY05_D	SEQ_CITY05_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C5YOSUGA	2/2追加　民家１
C05R1001	AREA_ID_ROOM18	MMLID_NOENTRY	CHOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_BLD_CON	SEQ_BLD_CON	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C5POFFINN	料理教室
C05R1101	AREA_ID_ROOM13	MMLID_NOENTRY	CONT01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_BLD_CON	SEQ_BLD_CON	SUNNY	4	BG_ID_ROOM_B	MAPNAME_C5CONTEST	2/2追加　コンテスト会場受付
C05R1102	AREA_ID_ROOM13	MMLID_NOENTRY	CONT02	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_BLD_CON	SEQ_BLD_CON	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C5CONTEST	コンテスト会場（ダミー）
C05R1201	AREA_ID_ROOM16	MMLID_NOENTRY	TEMP01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_SILENCE_FIELD	SEQ_SILENCE_FIELD	SUNNY	4	BG_ID_ROOM_C	MAPNAME_C5BUILDING	3/3追加 異文化の建物
C06	AREA_ID_AREA07	MMLID_AREA07	SINOU	○	○	○	○	MAPTYPE_TOWN	○	○	×	○	SEQ_CITY06_D	SEQ_CITY06_N	SUNNY	0	BG_ID_CITY	MAPNAME_C6NOMOSE	ノモセシティ
C06FS0101	AREA_ID_ROOM03	MMLID_NOENTRY	FS02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_FS	SEQ_FS	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C6NOMOSE	フレンドリィショップ
C06GYM0101	AREA_ID_ROOM04	MMLID_NOENTRY	GYM01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_GYM	SEQ_GYM	SUNNY	1	BG_ID_ROOM_A	MAPNAME_C6NOMOSE	2/2追加　ノモセジム（水）
C06PC0101	AREA_ID_ROOM02	MMLID_NOENTRY	PC01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C6NOMOSE	ポケモンセンター＿１Ｆ
C06PC0102	AREA_ID_ROOM02	MMLID_NOENTRY	PC02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C6NOMOSE	ポケモンセンター＿２Ｆ
C06R0101	AREA_ID_ROOM20	MMLID_NOENTRY	VIEW01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY06_D	SEQ_CITY06_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C6NOMOSE	3/3追加　湿原ゲート１Ｆ
C06R0102	AREA_ID_ROOM20	MMLID_NOENTRY	VIEW02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY06_D	SEQ_CITY06_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C6NOMOSE	3/3追加　湿原ゲート２Ｆ
C06R0201	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY06_D	SEQ_CITY06_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C6NOMOSE	3/3追加　民家１
C06R0301	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY06_D	SEQ_CITY06_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C6NOMOSE	3/3追加　民家２
C06R0401	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE03	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY06_D	SEQ_CITY06_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C6NOMOSE	民家３ 技教え
C06R0501	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY06_D	SEQ_CITY06_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C6NOMOSE	3/3追加　民家４
C06R0601	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY06_D	SEQ_CITY06_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C6NOMOSE	3/3追加　民家５
C07	AREA_ID_AREA06	MMLID_AREA06	SINOU	○	○	○	×	MAPTYPE_TOWN	○	○	×	○	SEQ_CITY07_D	SEQ_CITY07_N	SUNNY	0	BG_ID_CITY	MAPNAME_C7TOBARI	トバリシティ
C07GYM0101	AREA_ID_ROOM10	MMLID_NOENTRY	GYM07	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_GYM	SEQ_GYM	SUNNY	10	BG_ID_ROOM_A	MAPNAME_C7TOBARI	2/2追加　トバリジム（格闘）
C07PC0101	AREA_ID_ROOM02	MMLID_NOENTRY	PC01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C7TOBARI	ポケモンセンター＿１Ｆ
C07PC0102	AREA_ID_ROOM02	MMLID_NOENTRY	PC02	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C7TOBARI	ポケモンセンター＿２Ｆ
C07R0101	AREA_ID_ROOM03	MMLID_NOENTRY	GAME01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_BLD_GAME	SEQ_BLD_GAME	SUNNY	4	BG_ID_ROOM_B	MAPNAME_C7GAME	3/3変更予定 ゲームコーナー
C07R0201	AREA_ID_ROOM03	MMLID_NOENTRY	DEPART01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_FS	SEQ_FS	SUNNY	4	BG_ID_ROOM_B	MAPNAME_C7DEPARTMENT	3/3追加　デパート＿1Ｆ
C07R0202	AREA_ID_ROOM03	MMLID_NOENTRY	DEPART02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_FS	SEQ_FS	SUNNY	4	BG_ID_ROOM_B	MAPNAME_C7DEPARTMENT	3/3追加　デパート＿2Ｆ
C07R0203	AREA_ID_ROOM03	MMLID_NOENTRY	DEPART03	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_FS	SEQ_FS	SUNNY	4	BG_ID_ROOM_B	MAPNAME_C7DEPARTMENT	3/3追加　デパート＿3Ｆ
C07R0204	AREA_ID_ROOM03	MMLID_NOENTRY	DEPART04	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_FS	SEQ_FS	SUNNY	4	BG_ID_ROOM_B	MAPNAME_C7DEPARTMENT	3/3追加　デパート＿4Ｆ
C07R0205	AREA_ID_ROOM03	MMLID_NOENTRY	DEPART05	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_FS	SEQ_FS	SUNNY	4	BG_ID_ROOM_B	MAPNAME_C7DEPARTMENT	3/3追加　デパート＿5Ｆ
C07R0206	AREA_ID_ROOM02	MMLID_NOENTRY	EV01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_FS	SEQ_FS	SUNNY	4	BG_ID_ROOM_B	MAPNAME_C7DEPARTMENT	3/3追加　デパートエレベータ
C07R0301	AREA_ID_ROOM12	MMLID_NOENTRY	SHOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY07_D	SEQ_CITY07_N	SUNNY	4	BG_ID_ROOM_B	MAPNAME_C7TOBARI	3/3追加　倉庫
C07R0401	AREA_ID_ROOM03	MMLID_NOENTRY	GIFT01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY07_D	SEQ_CITY07_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C7TOBARI	景品交換
C07R0501	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE03	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY07_D	SEQ_CITY07_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C7TOBARI	3/3追加　民家２
C07R0601	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE03	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY07_D	SEQ_CITY07_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C7TOBARI	3/3追加　民家３
C07R0701	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY07_D	SEQ_CITY07_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C7TOBARI	3/3追加　民家４
C07R0801	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY07_D	SEQ_CITY07_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C7TOBARI	3/3追加　民家5
C07R0901	AREA_ID_ROOM12	MMLID_NOENTRY	GATE02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_F_D	SEQ_ROAD_F_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R215	R215ゲート
c08	AREA_ID_AREA08	MMLID_AREA08	SINOU	○	○	○	○	MAPTYPE_TOWN	○	○	×	○	SEQ_CITY08_D	SEQ_CITY08_N	SUNNY	11	BG_ID_CITY	MAPNAME_C8NAGISA	ナギサシティ
C08PC0101	AREA_ID_ROOM02	MMLID_NOENTRY	PC01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C8NAGISA	ポケモンセンター＿１Ｆ
C08PC0102	AREA_ID_ROOM02	MMLID_NOENTRY	PC02	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C8NAGISA	ポケモンセンター＿２Ｆ
C08FS0101	AREA_ID_ROOM03	MMLID_NOENTRY	FS01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_FS	SEQ_FS	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C8NAGISA	フレンドリィショップ
C08GYM0101	AREA_ID_ROOM11	MMLID_NOENTRY	GYM0801	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_GYM	SEQ_GYM	SUNNY	0	BG_ID_ROOM_A	MAPNAME_C8NAGISA	2/2追加　ナギサジム（電気）
C08GYM0102	AREA_ID_ROOM11	MMLID_NOENTRY	GYM0802	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_GYM	SEQ_GYM	SUNNY	0	BG_ID_ROOM_A	MAPNAME_C8NAGISA	2/2追加　ナギサジム（電気）
C08GYM0103	AREA_ID_ROOM11	MMLID_NOENTRY	GYM0803	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_GYM	SEQ_GYM	SUNNY	0	BG_ID_ROOM_A	MAPNAME_C8NAGISA	2/2追加　ナギサジム（電気）
C08R0101	AREA_ID_ROOM19	MMLID_NOENTRY	MARKET01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY08_D	SEQ_CITY08_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C8ITIBA	3/3追加　市場
C08R0201	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE04	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY08_D	SEQ_CITY08_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C8NAGISA	3/3追加　集会所→民家変更
C08R0301	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE05	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY08_D	SEQ_CITY08_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C8NAGISA	3/3追加　民家１(地下オヤジの家２）
C08R0401	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE04	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY08_D	SEQ_CITY08_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C8NAGISA	3/3追加　民家２
C08R0501	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE04	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY08_D	SEQ_CITY08_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C8NAGISA	3/3追加　民家３
C08R0601	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE04	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY08_D	SEQ_CITY08_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C8NAGISA	3/3追加　民家４
C08R0701	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE03	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY08_D	SEQ_CITY08_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C8NAGISA	3/3追加　民家５
C08R0801	AREA_ID_ROOM20	MMLID_NOENTRY	LHOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY08_D	SEQ_CITY08_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C8TODAI	3/3追加　展望台
C09	AREA_ID_AREA09	MMLID_AREA09	SINOU	○	○	○	×	MAPTYPE_TOWN	×	○	×	○	SEQ_CITY09_D	SEQ_CITY09_N	CAL_C09	0	BG_ID_SNOW_MOUNTAIN	MAPNAME_C9KISSAKI	キッサキシティ
C09FS0101	AREA_ID_ROOM03	MMLID_NOENTRY	FS01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_FS	SEQ_FS	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C9KISSAKI	フレンドリィショップ
C09GYM0101	AREA_ID_ROOM09	MMLID_NOENTRY	GYM06	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_GYM	SEQ_GYM	SUNNY	0	BG_ID_ROOM_A	MAPNAME_C9KISSAKI	2/2追加　キッサキジム（氷）
C09PC0101	AREA_ID_ROOM02	MMLID_NOENTRY	PC01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C9KISSAKI	ポケモンセンター＿１Ｆ
C09PC0102	AREA_ID_ROOM02	MMLID_NOENTRY	PC02	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C9KISSAKI	ポケモンセンター＿２Ｆ
C09R0101	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY09_D	SEQ_CITY09_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C9KISSAKI	民家1_1F
C09R0201	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY09_D	SEQ_CITY09_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C9KISSAKI	民家2_1F
C10	AREA_ID_AREA08	MMLID_AREA11	SINOU	○	○	○	○	MAPTYPE_TOWN	○	○	×	○	SEQ_CITY10_D	SEQ_CITY10_N	FOG	11	BG_ID_CITY	MAPNAME_C10RIGU	ポケモンリーグ
C10PC0101	AREA_ID_ROOM02	MMLID_NOENTRY	PC01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C10RIGU	ポケモンセンター＿１Ｆ
C10PC0102	AREA_ID_ROOM02	MMLID_NOENTRY	PC02	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C10RIGU	ポケモンセンター＿２Ｆ
C10R0101	AREA_ID_ROOM02	MMLID_NOENTRY	LEAG01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C10RIGU	リーグ受付
C10R0102	AREA_ID_ROOM17	MMLID_NOENTRY	SITEN05	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	四天王への通路１
C10R0103	AREA_ID_ROOM17	MMLID_NOENTRY	SITEN01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	3/3追加　四天王の部屋１
C10R0104	AREA_ID_ROOM17	MMLID_NOENTRY	SITEN06	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	四天王への通路２
C10R0105	AREA_ID_ROOM17	MMLID_NOENTRY	SITEN02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	3/3追加　四天王の部屋２
C10R0106	AREA_ID_ROOM17	MMLID_NOENTRY	SITEN06	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	四天王への通路3
C10R0107	AREA_ID_ROOM17	MMLID_NOENTRY	SITEN03	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	四天王の部屋３
C10R0108	AREA_ID_ROOM17	MMLID_NOENTRY	SITEN06	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	四天王への通路4
C10R0109	AREA_ID_ROOM17	MMLID_NOENTRY	SITEN04	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	四天王の部屋４
C10R0110	AREA_ID_ROOM17	MMLID_NOENTRY	SITEN07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	四天王への通路5
C10R0111	AREA_ID_ROOM17	MMLID_NOENTRY	CHAMP01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	チャンピオンの部屋
C10R0112	AREA_ID_ROOM17	MMLID_NOENTRY	DENDOU02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_BLD_DENDO	SEQ_BLD_DENDO	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	殿堂入りへの通路
C10R0113	AREA_ID_ROOM17	MMLID_NOENTRY	DENDOU01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_BLD_DENDO	SEQ_BLD_DENDO	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	殿堂入りの部屋
C11	AREA_ID_AREA14	MMLID_AREA14	SINOU	○	○	○	×	MAPTYPE_TOWN	○	○	×	○	SEQ_CITY11_D	SEQ_CITY11_N	SUNNY	0	BG_ID_CITY	MAPNAME_C11EREA	カラフトシティ
C11PC0101	AREA_ID_ROOM02	MMLID_NOENTRY	PC01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C11EREA	ポケモンセンター＿１Ｆ
C11PC0102	AREA_ID_ROOM02	MMLID_NOENTRY	PC02	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C11EREA	ポケモンセンター＿２Ｆ
C11FS0101	AREA_ID_ROOM03	MMLID_NOENTRY	FS01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_FS	SEQ_FS	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C11EREA	フレンドリィショップ
C11R0101	AREA_ID_ROOM12	MMLID_NOENTRY	GATE03	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY11_D	SEQ_CITY11_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_D31BATTLEPARK	バトルパークゲート
C11R0201	AREA_ID_ROOM12	MMLID_NOENTRY	GATE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN06_D	SEQ_TOWN06_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R225	c11←→R225ゲート
C11R0301	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY11_D	SEQ_CITY11_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C11EREA	民家１
